sheet,row,question,category,sub_category,current_mapped_unit,current_mapped_topic,assigned_unit_id,assigned_sub_unit_id,assigned_unit_name,final_exam_only,classified_by,suggested_mapped_unit,suggested_mapped_topic,suggested_action,notes
test,206,"To conduct Category 1 operations over people, the small unmanned aircraft:",Regulations,Flying over people and moving objects,Operations,General operations,1,15,Unit 1 — Part 107 Regulations,,keyword[Remote ID] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,207,"To ensure that the unmanned aircraft center of gravity (CG) limits are not exceeded, follow the aircraft loading instructions specified in the",Loading & Performance,loading and performance,Operations,General operations,2,23,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Data sources],Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,208,"To keep the small unmanned aircraft in the intended area and within visual line-of-sight (VLOS) during night operations, the Remote Pilot in Command:",Regulations,Flying at Night,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,209,Towered airports have,Airports & Airspace,Airport Operations,Operations,General operations,4,421,Unit 4 — Airport Operations,,keyword[Towered/Non-towered procedures] (cat=A&A),Operations,Airport operations and traffic patterns,Replace K/L,Airport ops (Unit 4)
test,213,Under what condition should the Remote Pilot in Command of a small unmanned aircraft develop his or her own scheduled maintenance protocol?,Regulations,"Operations, Maintenance & Inspection Procedures",Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,214,Under what condition would a small UA not have to be registered before it is operated in the United States?,Regulations,Operations,Operations,General operations,1,131,Unit 1 — Part 107 Regulations,,keyword[Registration/Inspection] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,216,"Upon request by the FAA, the remote pilot-in-command must provide",Regulations,"Regulations, Operational Rules",Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,221,What actions should the operator of an sUAS do if the manufacturer does not provide information about scheduled maintenance?,Additional topics,Maintenance & Inspection Procedures,Operations,General operations,9,95,Unit 9 — Aeronautical Decision Making,,keyword[Maintenance],Operations,Aeronautical decision-making and risk management,Replace K/L,ADM (Unit 9)
test,223,"What are characteristics of a moist, unstable air mass?",Weather,"effects on performance, atmosheric stability",Operations,General operations,6,631,Unit 6 — Weather Effects on Performance,,keyword[Obstacle / terrain turbulence] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,226,What are the two main purposes of the Air Traffic Control (ATC) system?,Airports & Airspace,Airport Operations,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,235,What does ADM provide to pilots as they handle different situations?,Additional Topics,ADM,Operations,General operations,9,91,Unit 9 — Aeronautical Decision Making,,category=Additional / sub=ADM,Operations,Aeronautical decision-making and risk management,Replace K/L,ADM (Unit 9)
test,236,What does an MEF value of 35 indicate?,Airports & airspace,Aeronautical Charts,Operations,General operations,2,241,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Charts/Sectional] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Charts (Unit 2)
test,240,What does the blue color of an airport symbol indicate?,Airports & airspace,Airspace Classification,Operations,General operations,2,242,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Chart symbols/colors] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,241,What does the IMSAFE checklist help an RPIC to assess before a flight?,Additional Topics,ADM,Operations,General operations,9,91,Unit 9 — Aeronautical Decision Making,,category=Additional / sub=ADM,Operations,Aeronautical decision-making and risk management,Replace K/L,ADM (Unit 9)
test,242,What does the magenta color of an airport symbol indicate?,Airports & airspace,Aeronautical Charts,Operations,General operations,2,242,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Chart symbols/colors] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Charts (Unit 2)
test,244,What effect does high density altitude have on the efficiency of a UA propeller?,weather,"effects on performance, atmosheric stability",Operations,General operations,6,612,Unit 6 — Weather Effects on Performance,,keyword[Density altitude] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,254,What is 'Situational Awareness' and why is it important for a pilot?,Additional Topics,ADM,Operations,General operations,9,91,Unit 9 — Aeronautical Decision Making,,category=Additional / sub=ADM,Operations,Aeronautical decision-making and risk management,Replace K/L,ADM (Unit 9)
test,256,What is the effect of a high-density altitude on aircraft performance?,Weather,"effects on performance, high density altititude",Operations,General operations,6,61,Unit 6 — Weather Effects on Performance,,category=Weather / sub=Air density/pressure,Weather and Weather Sources,Density altitude & performance,Replace K/L,Unit 6 — Density altitude & performance
test,257,What is the effect of humidity on air density?,Weather,"effects on performance, air density",Operations,General operations,6,61,Unit 6 — Weather Effects on Performance,,category=Weather / sub=Air density/pressure,Weather and Weather Sources,Density altitude & performance,Replace K/L,Unit 6 — Density altitude & performance
test,260,What is the main difference between a cumulus cloud and a cumulonimbus cloud?,Weather,"Effects on Performance, clouds",Operations,General operations,6,661,Unit 6 — Weather Effects on Performance,,keyword[Cloud types] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,262,What is the main difference between a surface-based temperature inversion and a frontal inversion?,Weather,"effects on performance, temp inversion",Operations,General operations,6,642,Unit 6 — Weather Effects on Performance,,keyword[Temperature inversion] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,271,What is the maximum allowable altitude for sUAS flight under Part 107?,Regulations,Operational Rules,Operations,General operations,1,139,Unit 1 — Part 107 Regulations,,keyword[Operating limitations] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,273,What is the maximum allowable groundspeed for sUAS?,Regulations,Operational Rules,Operations,General operations,1,139,Unit 1 — Part 107 Regulations,,keyword[Operating limitations] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,275,What is the minimum distance a drone must maintain from clouds?,Regulations,Operational Rules,Operations,General operations,1,139,Unit 1 — Part 107 Regulations,,keyword[Operating limitations] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,277,What is the minimum visibility requirement for unmanned flight operations from the ground control station?,Regulations,"Operational Rules, Weather",Operations,General operations,1,139,Unit 1 — Part 107 Regulations,,keyword[Operating limitations] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,282,What is the primary characteristic of unstable air?,Weather,"effects on performance, atmosheric stability",Operations,General operations,6,641,Unit 6 — Weather Effects on Performance,,keyword[Convective currents / stability] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,286,What is the primary difference between stable and unstable air?,Weather,"effects on performance, atmosheric stability",Operations,General operations,6,641,Unit 6 — Weather Effects on Performance,,keyword[Convective currents / stability] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,288,What is the primary factor that determines the stability of an air mass?,Weather,"effects on performance, atmosheric stability",Operations,General operations,6,671,Unit 6 — Weather Effects on Performance,,keyword[Fronts] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,290,What is the primary function of a MULTICOM frequency?,Additional topics,airport communications,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=Additional/communications),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,294,What is the primary purpose of aeronautical charts?,Airports & airspace,Aeronautical Charts,Operations,General operations,2,241,"Unit 2 — Airports, Airspace & Data Sources",,category=A&A (default → charts),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Charts (Unit 2)
test,295,What is the primary purpose of the CTAF?,Additional topics,airport communications,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=Additional/communications),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,296,What is the primary purpose of the National Airspace System (NAS)?,Airports & Airspace,Overview,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,299,What is the primary reason why the RPIC should document any emergency deviation from Part 107 regulations?,Additional topics,emergency procedure,Operations,General operations,8,,Unit 8 — Emergency Procedures,,category=Additional / emergency,Regulations,Part 107 regulations and compliance,Replace K/L,Emergency (Unit 8) — consider new Category
test,300,What is the primary reason why the text emphasizes the importance of remaining calm during an emergency?,Additional topics,"ADM, emeregency",Operations,General operations,8,,Unit 8 — Emergency Procedures,,category=Additional / emergency,Regulations,Part 107 regulations and compliance,Replace K/L,Emergency (Unit 8) — consider new Category
test,308,What is the purpose of NOTAMs?,Airports & Airspace,Overview,Operations,General operations,2,23,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Data sources] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,309,What is the purpose of Remote ID?,Regulations,Remote ID,Operations,General operations,1,15,Unit 1 — Part 107 Regulations,,category=Regulations / sub='Remote ID',Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,310,What is the purpose of the CTAF frequency listed on a chart?,Airports & airspace,"Airport Operations, Operating Requirements",Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,317,What is the recommended action for an unmanned aircraft operator if they encounter a frontal zone?,Weather,"effects of Performance,front",Operations,General operations,6,671,Unit 6 — Weather Effects on Performance,,keyword[Fronts] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,318,What is the recommended action for an unmanned aircraft operator if they see stratified clouds during a preflight visual assessment?,Weather,"effects of Performance, clouds",Operations,General operations,6,641,Unit 6 — Weather Effects on Performance,,keyword[Convective currents / stability] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,322,What is the relationship between temperature and dew point?,Weather,"effects on performance,",Operations,General operations,6,651,Unit 6 — Weather Effects on Performance,,keyword[Dew point] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,326,"What is the relationship of lift, drag, thrust, and weight when the airplane is in straight-and-level flight?",Loading & Performance,loading and performance,Operations,General operations,7,,Unit 7 — Loading & Performance,,keyword[Loading/Performance],Aircraft Loading and Performance,"Weight, balance, and performance",Replace K/L,Loading (Unit 7)
test,327,What is the role of Standard Operating Procedures (SOP) in Crew Resource Management (CRM)?,Additional Topics,"ADM, CRM",Operations,General operations,9,91,Unit 9 — Aeronautical Decision Making,,category=Additional / sub=ADM,Operations,Aeronautical decision-making and risk management,Replace K/L,ADM (Unit 9)
test,333,What is the standard sea level pressure in millibars?,Weather,"effects on performance, density altititude",Operations,General operations,6,61,Unit 6 — Weather Effects on Performance,,category=Weather / sub=Air density/pressure,Weather and Weather Sources,Density altitude & performance,Replace K/L,Unit 6 — Density altitude & performance
test,335,What is the standard temperature at sea level?,Weather,"effects on performance, standard temp",Operations,General operations,5,51,Unit 5 — Weather (sources),,category=Weather (no sub-unit match → 51 default),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 5 — General weather concepts
test,337,What is the typical size of a quadrant used for MEF calculations?,Airports & airspace,Aeronautical Charts,Operations,General operations,2,241,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Charts/Sectional] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Charts (Unit 2)
test,339,What makes integrating sUAS into the NAS complex?,Airports & Airspace,Overview,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,340,"What must a person, who is manipulating the controls of a small unmanned aircraft, do if the standard remote identification fails during a flight?",Regulations,Remote ID,Operations,General operations,1,15,Unit 1 — Part 107 Regulations,,category=Regulations / sub='Remote ID',Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,343,What must be made available upon request by law enforcement during an sUAS operation?,Regulations,Operations,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,345,What precautions should a remote PIC do to prevent possible inflight emergencies when using lithium-based batteries?,Additional topics,"Operations, Maintenance and Procedures",Operations,General operations,8,,Unit 8 — Emergency Procedures,,category=Additional / emergency (battery),Regulations,Part 107 regulations and compliance,Replace K/L,Emergency (Unit 8) — consider new Category
test,356,"When a control tower located on an airport within Class D airspace ceases operation for the day, what happens to the airspace designation?",Airports & Airspace,Airport Classificatons,Operations,General operations,3,324,Unit 3 — Airspace Classifications,,keyword[Class D] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airspace classification (Unit 3)
test,357,When a remote pilot-in-command and a visual observer define their roles and responsibilities prior to and during the operation of a small UA is a good use of,Regulations,Roles,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,sub-category=Roles,Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,360,"When conducting operations during civil twilight or at night, the small unmanned aircraft must be equipped with anti-collision lights that are capable of being visible for at least:",Regulations,"Operating Rules, Twilight",Operations,General operations,1,139,Unit 1 — Part 107 Regulations,,keyword[Operating limitations] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,362,"When flying near natural or man-made obstructions, an unmanned aircraft operator can expect:",Weather,"effects on performance, obstructions",Operations,General operations,6,631,Unit 6 — Weather Effects on Performance,,keyword[Obstacle / terrain turbulence] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,363,"When loading cameras or other equipment on a small UAS, mount the items in a manner that",Loading & Performance,loading and performance,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew],Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,368,"When requesting a waiver, the required documents should be presented to the FAA at least how many calendar days prior to the planned operation?",Regulations,Waivers,Operations,General operations,1,14,Unit 1 — Part 107 Regulations,,category=Regulations / sub='Waivers',Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,370,"When using a small unmanned aircraft in a non-recreational operation, who is responsible for informing the participants about emergency procedures?",Regulations,Operational Rules,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,371,Where can NOTAMs be found?,Airports & airspace,Airport Operations,Operations,General operations,2,21,"Unit 2 — Airports, Airspace & Data Sources",,keyword[NAS/ATC] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,377,Which best describes a declaration of compliance?,Regulations,"Waivers, DOC",Operations,General operations,1,14,Unit 1 — Part 107 Regulations,,"category=Regulations / sub='Waivers, DOC'",Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,378,Which category of UA may operate over people without a waiver if it weighs less than 0.55 lbs and has no exposed rotating parts?,Regulations,Flying over people and moving objects,Operations,General operations,1,14,Unit 1 — Part 107 Regulations,,keyword[Waivers] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,394,Which of the following is included in the Chart Supplement U.S.?,Airports & airspace,Airspace Classifications,Operations,General operations,2,23,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Data sources] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,397,Which of the following is NOT an airport ownership classification?,Airports & airspace,Airport Operations,Operations,General operations,4,41,Unit 4 — Airport Operations,,keyword[Airport ownership] (cat=A&A),Operations,Airport operations and traffic patterns,Replace K/L,Airport ops (Unit 4)
test,399,Which of the following is prohibited without prior authorization?,Regulations,Operational Rules,Operations,General operations,1,138,Unit 1 — Part 107 Regulations,,keyword[Preflight/Airspace ops] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,401,Which of the following is true for Category 3 UA operations over people?,Regulations,Flying over people and moving objects,Operations,General operations,1,16,Unit 1 — Part 107 Regulations,,keyword[Flying over people] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,402,Which of the following operations can be waived?,Regulations,Waivers,Operations,General operations,1,14,Unit 1 — Part 107 Regulations,,category=Regulations / sub='Waivers',Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,403,Which of the following operations is explicitly excluded from Part 107 applicability?,Regulations,Applicability,Operations,General operations,1,11,Unit 1 — Part 107 Regulations,,sub-category=Applicability,Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,404,Which of the following operations require adherence to 14 CFR 107?,Regulations,Applicability,Operations,General operations,1,11,Unit 1 — Part 107 Regulations,,sub-category=Applicability,Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,409,Which of the following types of operations are excluded from the requirements in part 107?,Regulations,Applicability,Operations,General operations,1,11,Unit 1 — Part 107 Regulations,,sub-category=Applicability,Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,413,Which regulation governs the registration of small unmanned aircraft?,Regulations,Operations,Operations,General operations,1,131,Unit 1 — Part 107 Regulations,,keyword[Registration/Inspection] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,415,Which source contains the most comprehensive airport information?,Airports & Airspace,Overview,Operations,General operations,2,23,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Data sources] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,419,Which technique should a remote pilot use to scan for traffic? A remote pilot should,Regulations,Operations,Operations,General operations,1,,Unit 1 — Part 107 Regulations,,category=Regulations (no sub-unit match),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,425,"While conducting a drone inspection near an industrial facility, you observe a smoke stack flume that is rapidly rising, breaking apart, and swirling in multiple directions shortly after exiting the stack. What type of condition is most likely present?",weather,effects on Performance,Operations,General operations,6,631,Unit 6 — Weather Effects on Performance,,keyword[Obstacle / terrain turbulence] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,433,"While operating around buildings, the Remote Pilot in Command should be aware of the creation of wind gusts that",Weather,"effects on performance, wind",Operations,General operations,6,631,Unit 6 — Weather Effects on Performance,,keyword[Obstacle / terrain turbulence] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,441,Why is it important for sUAS operators to understand airport runway layouts?,Airports & Airspace,"Airport Operations, Runways",Operations,General operations,4,43,Unit 4 — Airport Operations,,keyword[Traffic Patterns] (cat=A&A),Operations,Airport operations and traffic patterns,Replace K/L,Airport ops (Unit 4)
test,442,Why is runway elevation important for sUAS operators?,Airports & airspace,Airport Operations,Operations,General operations,2,243,"Unit 2 — Airports, Airspace & Data Sources",,keyword[Runway elevation (chart)] (cat=A&A),Airspace Classification and Operating Requirements,Controlled vs uncontrolled airspace / ATC authorization,Replace K/L,Airports & data sources (Unit 2)
test,443,Why should sUAS operators avoid flying near birds?,Airports & Airspace,"Airport Operations, wildlife",Operations,General operations,1,,Unit 1 — Part 107 Regulations,,keyword[Generic Part 107] (cat=A&A fallback),Operations,Airport operations and traffic patterns,Replace K/L,Wildlife near airports — Unit 4 (not General operations or Regulations)
test,445,Wind Shear can exist at,Weather,"effects on performance, wind",Operations,General operations,6,632,Unit 6 — Weather Effects on Performance,,keyword[Wind shear / microburst] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,447,"You are a remote pilot for a co-op energy service provider. You are to use your UA to inspect power lines in a remote area 15 hours away from your home office. After the drive, fatigue impacts your abilities to complete your assignment on time. Fatigue can be recognized",Regulations,"Operational Rules, Medical Condition",Operations,General operations,1,133,Unit 1 — Part 107 Regulations,,"category=Regulations / sub='Operational Rules, Medical Condition'",Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,452,You encounter an unmanned hot air balloon during flight. What should you do?,Additional topics,Airport Operations,Operations,General operations,1,136,Unit 1 — Part 107 Regulations,,keyword[Right-of-way],Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,457,You have received an outlook briefing from flight service through 1800wxbrief.com. The briefing indicates you can expect a low-level temperature inversion with high relative humidity. What weather conditions would you expect?,weather,"Effects on Performance, Temperature Inversion",Operations,General operations,5,51,Unit 5 — Weather (sources),,keyword[Weather sources] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 5 — General weather concepts
test,460,You plan to release golf balls from your small UA at an altitude of 100 feet AGL. You must ensure the objects being dropped will,Regulations,Operational Rules,Operations,General operations,1,132,Unit 1 — Part 107 Regulations,,keyword[Accident/Emergency/Hazardous] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,462,You’re flying near mountains and there are lenticular clouds. What kind of weather should you expect?,Weather,"effects on performance, obstructions, clouds",Operations,General operations,6,631,Unit 6 — Weather Effects on Performance,,keyword[Obstacle / terrain turbulence] (cat=Weather),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 6 — General weather concepts
test,463,You're conducting a night flight with a visual observer (VO). Which of the following is required for a safe operation?,Regulations,Flying at Night,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Roles & Crew] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,464,You're flying a mission and you need to hand over the controls to another certified remote pilot. What must occur?,Regulations,Operational Rules,Operations,General operations,1,12,Unit 1 — Part 107 Regulations,,keyword[Crew transfer] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,465,You're flying near an aircraft broadcasting ADS-B Out signals. What is required of your drone?,Regulations,Remote ID,Operations,General operations,1,15,Unit 1 — Part 107 Regulations,,category=Regulations / sub='Remote ID',Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,466,You're flying your drone near an airport and you notice a manned aircraft approaching your area at a lower altitude than expected. What should you do?,Regulations,Operational Rules,Operations,General operations,1,136,Unit 1 — Part 107 Regulations,,keyword[Right-of-way] (cat=Regulations),Regulations,Part 107 regulations and compliance,Replace K/L,Clear General operations; Category=Regulations
test,468,You're planning to fly a fixed-wing unmanned aircraft from a high mountain plateau on a hot summer day. What should you consider?,Weather,"effects on performance, mountain",Operations,General operations,5,51,Unit 5 — Weather (sources),,category=Weather (no sub-unit match → 51 default),Weather and Weather Sources,General weather concepts,Replace K/L,Unit 5 — General weather concepts
